*sample_name	sample_title	bioproject_accession	*organism	*collection_date	*env_biome	*env_feature	*env_material	*geo_loc_name	*host	*lat_lon	altitude	chem_administration	host_body_habitat	host_diet	host_last_meal	host_life_stage	host_sex	isolation_source	perturbation	samp_collect_device	samp_mat_process	samp_size	samp_store_temp	samp_vol_we_dna_ext	description	duplicates *once **twice	DNA_plate	DNA_well
Ma3/14188	nan	nan	Gut microflora metagenomics	2017-03-03 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3A/14188	nan	nan	nan	nan	-80C	nan	nan	nan	P4	C6
Ma3/14306	nan	nan	Gut microflora metagenomics	2017-03-03 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3B/14306	nan	nan	nan	nan	-80C	nan	nan	nan	P3	F3
Ma3/14308	nan	nan	Gut microflora metagenomics	2017-03-03 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3B/14308	nan	nan	nan	nan	-80C	nan	nan	nan	P6	G1
Ma3/29700	nan	nan	Gut microflora metagenomics	2017-03-03 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3B/29700	nan	nan	nan	nan	-80C	nan	nan	nan	P3	D4
Ma3/29704	nan	nan	Gut microflora metagenomics	2017-03-03 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3C/29704	nan	nan	nan	nan	-80C	nan	nan	nan	P4	D6
Ma3/14288	nan	nan	Gut microflora metagenomics	2017-03-03 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3C/14288	nan	nan	nan	nan	-80C	nan	nan	nan	P4	D7
Ma3/14263	nan	nan	Gut microflora metagenomics	2017-03-03 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3D/14263	nan	nan	nan	nan	-80C	nan	nan	nan	P3	G12
Ma3/29702	nan	nan	Gut microflora metagenomics	2017-03-03 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3E/29702	nan	nan	nan	nan	-80C	nan	nan	nan	P3	B5
Ma3/29715	nan	nan	Gut microflora metagenomics	2017-03-03 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3E/29715	nan	nan	nan	nan	-80C	nan	nan	nan	P5	B8
Ma3/14260	nan	nan	Gut microflora metagenomics	2017-03-03 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3E/14260	nan	nan	nan	nan	-80C	nan	nan	nan	P6	G10
Ma3/29643	nan	nan	Gut microflora metagenomics	2017-03-03 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3F/29643	nan	nan	nan	nan	-80C	nan	nan	nan	P6	F8
Ma3/14261	nan	nan	Gut microflora metagenomics	2017-03-03 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3F/14261	nan	nan	nan	nan	-80C	nan	nan	nan	P5	E3
Ma3/14186	nan	nan	Gut microflora metagenomics	2017-03-03 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3F/14186	nan	nan	nan	nan	-80C	nan	nan	nan	P6	D11
Ma3/29646	nan	nan	Gut microflora metagenomics	2017-03-03 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3F/29646	nan	nan	nan	nan	-80C	nan	nan	nan	P3	D3
Ma3/29781	nan	nan	Gut microflora metagenomics	2017-03-03 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4A/29781	nan	nan	nan	nan	-80C	nan	nan	nan	P5	B3
Ma3/29668	nan	nan	Gut microflora metagenomics	2017-03-03 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4A/29668	nan	nan	nan	nan	-80C	nan	nan	nan	P5	A1
Ma3/14265	nan	nan	Gut microflora metagenomics	2017-03-03 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4A/14265	nan	nan	nan	nan	-80C	nan	nan	nan	P6	H7
Ma3/14208	nan	nan	Gut microflora metagenomics	2017-03-03 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4B/14208	nan	nan	nan	nan	-80C	nan	nan	nan	P6	F7
Ma3/29796	nan	nan	Gut microflora metagenomics	2017-03-03 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4B/29796	nan	nan	nan	nan	-80C	nan	nan	nan	P3	D8
Ma3/29847	nan	nan	Gut microflora metagenomics	2017-03-03 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4C/29847	nan	nan	nan	nan	-80C	nan	nan	nan	P6	A9
Ma3/29753	nan	nan	Gut microflora metagenomics	2017-03-03 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4C/29753	nan	nan	nan	nan	-80C	nan	nan	nan	P3	D5
Ma3/29694	nan	nan	Gut microflora metagenomics	2017-03-03 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4C/29694	nan	nan	nan	nan	-80C	nan	nan	nan	P4	G4
Ma6/29654	nan	nan	Gut microflora metagenomics	2017-03-06 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Ex Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	1C/29654	nan	nan	nan	nan	-80C	nan	nan	nan	P9	G10
Ma6/14184	nan	nan	Gut microflora metagenomics	2017-03-06 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Ex Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	1C/14184	nan	nan	nan	nan	-80C	nan	nan	nan	P10	H1
Ma6/29666	nan	nan	Gut microflora metagenomics	2017-03-06 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Ex Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	1C/29666	nan	nan	nan	nan	-80C	nan	nan	nan	P10	D4
Ma6/29948	nan	nan	Gut microflora metagenomics	2017-03-06 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Ex Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	1C/29948	nan	nan	nan	nan	-80C	nan	nan	nan	P9	F2
Ma6/29864	nan	nan	Gut microflora metagenomics	2017-03-06 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2C/29864	nan	nan	nan	nan	-80C	nan	nan	nan	P10	G9
Ma6/14317	nan	nan	Gut microflora metagenomics	2017-03-06 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2C/14317	nan	nan	nan	nan	-80C	nan	nan	nan	P10	E8
Ma6/29742	nan	nan	Gut microflora metagenomics	2017-03-06 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2C/29742	nan	nan	nan	nan	-80C	nan	nan	nan	P10	D7
Ma6/29846	nan	nan	Gut microflora metagenomics	2017-03-06 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2C/29846	nan	nan	nan	nan	-80C	nan	nan	nan	P10	F4
Ma6/29667	nan	nan	Gut microflora metagenomics	2017-03-06 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2F/29667	nan	nan	nan	nan	-80C	nan	nan	nan	P9	E3
Ma6/29931	nan	nan	Gut microflora metagenomics	2017-03-06 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2F/29931	nan	nan	nan	nan	-80C	nan	nan	nan	P9	B7
Ma6/14320	nan	nan	Gut microflora metagenomics	2017-03-06 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2F/14320	nan	nan	nan	nan	-80C	nan	nan	nan	P9	E1
Ma6/14287	nan	nan	Gut microflora metagenomics	2017-03-06 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2F/14287	nan	nan	nan	nan	-80C	nan	nan	nan	P9	A3
Ma7/14286	nan	nan	Gut microflora metagenomics	2017-03-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Ex Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	1B/14286	nan	nan	nan	nan	-80C	nan	nan	nan	P10	C10
Ma7/29962	nan	nan	Gut microflora metagenomics	2017-03-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Ex Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	1B/29962	nan	nan	nan	nan	-80C	nan	nan	nan	P9	A10
Ma7/29665	nan	nan	Gut microflora metagenomics	2017-03-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Ex Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	1B/29665	nan	nan	nan	nan	-80C	nan	nan	nan	P10	H8
Ma7/29705	nan	nan	Gut microflora metagenomics	2017-03-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Ex Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	1B/29705	nan	nan	nan	nan	-80C	nan	nan	nan	P9	G2
Ma7/29704	nan	nan	Gut microflora metagenomics	2017-03-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3C/29704	nan	nan	nan	nan	-80C	nan	nan	nan	P9	A4
Ma7/14284	nan	nan	Gut microflora metagenomics	2017-03-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3C/14284	nan	nan	nan	nan	-80C	nan	nan	nan	P10	A10
Ma7/14275	nan	nan	Gut microflora metagenomics	2017-03-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3C/14275	nan	nan	nan	nan	-80C	nan	nan	nan	P10	F3
Ma7/14288	nan	nan	Gut microflora metagenomics	2017-03-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3C/14288	nan	nan	nan	nan	-80C	nan	nan	nan	P9	E7
Ma7/29643	nan	nan	Gut microflora metagenomics	2017-03-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3F/29643	nan	nan	nan	nan	-80C	nan	nan	nan	P10	A6
Ma7/14261	nan	nan	Gut microflora metagenomics	2017-03-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3F/14261	nan	nan	nan	nan	-80C	nan	nan	nan	P10	D1
Ma7/14186	nan	nan	Gut microflora metagenomics	2017-03-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3F/14186	nan	nan	nan	nan	-80C	nan	nan	nan	P10	B9
Ma7/29646	nan	nan	Gut microflora metagenomics	2017-03-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3F/29646	nan	nan	nan	nan	-80C	nan	nan	nan	P9	G1
Ma7/29847	nan	nan	Gut microflora metagenomics	2017-03-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4C/29847	nan	nan	nan	nan	-80C	nan	nan	nan	P9	F4
Ma7/29793	nan	nan	Gut microflora metagenomics	2017-03-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4C/29793	nan	nan	nan	nan	-80C	nan	nan	nan	P9	H1
Ma7/29753	nan	nan	Gut microflora metagenomics	2017-03-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4C/29753	nan	nan	nan	nan	-80C	nan	nan	nan	P10	F9
Ma7/29694	nan	nan	Gut microflora metagenomics	2017-03-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4C/29694	nan	nan	nan	nan	-80C	nan	nan	nan	P9	H6
Ma8/29644	nan	nan	Gut microflora metagenomics	2017-03-08 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2B/29644	nan	nan	nan	nan	-80C	nan	nan	nan	P10	A1
Ma8/14276	nan	nan	Gut microflora metagenomics	2017-03-08 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2B/14276	nan	nan	nan	nan	-80C	nan	nan	nan	P10	G1
Ma8/14262	nan	nan	Gut microflora metagenomics	2017-03-08 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2B/14262	nan	nan	nan	nan	-80C	nan	nan	nan	P10	D6
Ma8/29765	nan	nan	Gut microflora metagenomics	2017-03-08 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2B/29765	nan	nan	nan	nan	-80C	nan	nan	nan	P9	C9
Ma8/29951	nan	nan	Gut microflora metagenomics	2017-03-08 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2E/29951	nan	nan	nan	nan	-80C	nan	nan	nan	P10	H6
Ma8/29703	nan	nan	Gut microflora metagenomics	2017-03-08 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2E/29703	nan	nan	nan	nan	-80C	nan	nan	nan	P9	H7
Ma8/29934	nan	nan	Gut microflora metagenomics	2017-03-08 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2E/29934	nan	nan	nan	nan	-80C	nan	nan	nan	P9	H4
Ma8/29865	nan	nan	Gut microflora metagenomics	2017-03-08 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2E/29865	nan	nan	nan	nan	-80C	nan	nan	nan	P10	C8
Ma8/14183	nan	nan	Gut microflora metagenomics	2017-03-08 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3B/14183	nan	nan	nan	nan	-80C	nan	nan	nan	P10	A5
Ma8/14306	nan	nan	Gut microflora metagenomics	2017-03-08 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3B/14306	nan	nan	nan	nan	-80C	nan	nan	nan	P10	F2
Ma8/14308	nan	nan	Gut microflora metagenomics	2017-03-08 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3B/14308	nan	nan	nan	nan	-80C	nan	nan	nan	P9	A9
Ma8/29700	nan	nan	Gut microflora metagenomics	2017-03-08 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3B/29700	nan	nan	nan	nan	-80C	nan	nan	nan	P9	F3
Ma8/29702	nan	nan	Gut microflora metagenomics	2017-03-08 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3E/29702	nan	nan	nan	nan	-80C	nan	nan	nan	P10	H3
Ma8/29715	nan	nan	Gut microflora metagenomics	2017-03-08 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3E/29715	nan	nan	nan	nan	-80C	nan	nan	nan	P9	C1
Ma8/14195	nan	nan	Gut microflora metagenomics	2017-03-08 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3E/14195	nan	nan	nan	nan	-80C	nan	nan	nan	P9	H10
Ma8/14260	nan	nan	Gut microflora metagenomics	2017-03-08 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3E/14260	nan	nan	nan	nan	-80C	nan	nan	nan	P9	D9
Ma9/29707	nan	nan	Gut microflora metagenomics	2017-03-09 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Ex Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	1A/29707	nan	nan	nan	nan	-80C	nan	nan	nan	P9	H2
Ma9/14322	nan	nan	Gut microflora metagenomics	2017-03-09 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Ex Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	1A/14322	nan	nan	nan	nan	-80C	nan	nan	nan	P9	D7
Ma9/29913	nan	nan	Gut microflora metagenomics	2017-03-09 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Ex Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	1A/29913	nan	nan	nan	nan	-80C	nan	nan	nan	P9	H9
Ma9/14187	nan	nan	Gut microflora metagenomics	2017-03-09 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Ex Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	1A/14187	nan	nan	nan	nan	-80C	nan	nan	nan	P10	F10
Ma9/14159	nan	nan	Gut microflora metagenomics	2017-03-09 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2A/14159	nan	nan	nan	nan	-80C	nan	nan	nan	P9	H3
Ma9/14205	nan	nan	Gut microflora metagenomics	2017-03-09 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2A/14205	nan	nan	nan	nan	-80C	nan	nan	nan	P10	B1
Ma9/29752	nan	nan	Gut microflora metagenomics	2017-03-09 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2A/29752	nan	nan	nan	nan	-80C	nan	nan	nan	P9	E9
Ma9/29875	nan	nan	Gut microflora metagenomics	2017-03-09 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2A/29875	nan	nan	nan	nan	-80C	nan	nan	nan	P10	F1
Ma9/29961	nan	nan	Gut microflora metagenomics	2017-03-09 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2D/29961	nan	nan	nan	nan	-80C	nan	nan	nan	P10	C6
Ma9/14295	nan	nan	Gut microflora metagenomics	2017-03-09 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2D/14295	nan	nan	nan	nan	-80C	nan	nan	nan	P10	B3
Ma9/29652	nan	nan	Gut microflora metagenomics	2017-03-09 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2D/29652	nan	nan	nan	nan	-80C	nan	nan	nan	P9	G9
Ma9/14194	nan	nan	Gut microflora metagenomics	2017-03-09 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2D/14194	nan	nan	nan	nan	-80C	nan	nan	nan	P10	H2
Ma9/14208	nan	nan	Gut microflora metagenomics	2017-03-09 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4B/14208	nan	nan	nan	nan	-80C	nan	nan	nan	P10	G8
Ma9/14305	nan	nan	Gut microflora metagenomics	2017-03-09 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4B/14305	nan	nan	nan	nan	-80C	nan	nan	nan	P10	C2
